Proposta,Eixo
realizar municipalização trânsito,Segurança
garantir iluminação pública qualidade toda cidade melhor atuação polícia militar maior conforto segurança moradores,Segurança
instalar câmeras segurança enviarão imagens toda cidade tempo real policia militar,Segurança
implementar convênio estado aumento efetivo policia militar através convênio estado,Segurança
aquisição motos vigilância polícia militar,Segurança
segurança escolas,Segurança
vigilância 24 horas bairros,Segurança
implantar programa policiamento atuar violência contra mulheres,Segurança
dar subsídio polícia militar acordo demanda,Segurança
criar projetos parcerias polícia militar polícia civil ministério público conselho tutelar assistência social saúde educação etc visando cumprimento estatuto criança adolescente proibição venda bebidas alcoólicas armas outros produtos menores 18 anos,Segurança
implantação sistema monitoramento eletrônico municipio alegrete,Segurança
cumprir estatuto criança adolescente coibindo venda bebidas alcoólicas outros produtos menores 18 anos,Segurança
fortalecer ações segurança realizadas parceria demais instituições segurança existentes município,Segurança
segurança pública áreas urbanas rural,Segurança
implantação câmeras segurança pontos estratégicos cidade,Segurança
implantação sistema monitoramento eletrônico município,Segurança
projeto cidade guardiã aprimorar ampliar monitoramento câmeras alta resolução visualização noturna monitores instalados centro inteligência local polícia civil militar,Segurança
criação guarda municipal cidadã,Segurança
pelotão mirim apoio incentivo projeto social visando práticas noções educativas disciplina segurança combate violência criminalidade,Segurança
promover programas fortalecer segurança município parcerias órgãos segurança,Segurança
criação guarda municipal,Segurança
implantação vigilância comunitária localidades populosas,Segurança
apoio intensificação juntos polícias civil militar combate furtos roubo,Segurança
algumas ideias área segurança,Segurança
assegurar escolas municipais palestras sobre entorpecentes,Segurança
fazer cumprir lei proíbe venda bebidas alcoólicas menores 18 anos,Segurança
proibir entrada menores 18 anos casas shows,Segurança
criar políticas públicas área esporte crianças adolescentes,Segurança
parceira governo buscar recursos construção novo prédio delegacia bem cobrar aparelhamento delegacia polícia civil prata piauí,Segurança
fazer parceria conselho tutelar acompanhamento familiar alguns jovens situação risco,Segurança
criar canal ligação população denunciar qualquer tipo violência sendo doméstica outra natureza podendo através numero mantenha sigilo denunciante,Segurança
policiamento ostensivo canal ligação direta 24horas,Segurança
incentivar recolocação pelotão mirim visando atenção básica criança adolescente,Segurança
políticas prevenção crime público alvo principalmente crianças adolescentes algumas destas ações podem,Segurança
programas educação escolas trabalhem elaboração medidas visem redução ações violentas,Segurança
criação programas profissionalização lazer objetivo ocupar jovens período extraclasse evitando dessa forma envolvimento atividades ilícitas,Segurança
programas direcionados menores infratores diminuir chance cometerem novo crime,Segurança
ampliação modernização guarda municipal,Segurança
defender criação consórcio intermunicipal segurança pública,Segurança
implantar conselho municipal segurança pública,Segurança
instituir fundo municipal segurança pública,Segurança
promover transversalidade política municipal segurança pública junto demais secretarias.• providenciar adesão município programa nacional segurança pública cidadania pronasci apto captar recursos governo federal,Segurança
providenciar credenciamento município junto sistema infoseg sistema reúne informações justiças federal estadual detrans etc,Segurança
implantar unidade defesa civil elaborar plano emergência município,Segurança
instituir brigada incêndio municipal eficiente,Segurança
implantar sistema vídeo monitoramento câmeras município,Segurança
articular através mídia local campanha educativa trânsito formar educação trânsito turma educadores rede municipal ensino diferentes escolas professores tornarão multiplicadores debate escolas trabalhando transversalidade temática estudantes utilizando linguagens tecnológica cênica,Segurança
implantar projeto sinalização vias,Segurança
buscar junto governo estado acesso cnh social,Segurança
fazer levantamento vias onde necessário instalar redutores velocidade lombadas/tartarugas diminuir possibilidades acidentes,Segurança
criar programa municipal trata sobre violência doméstica gênero bem sobre homofobia racismo inibindo causas socioculturais desse tipo deviolência tempo proporcionando espaço atendimento jurídico-psicossocial vítimas casas passagem,Segurança
manter ampliar estruturas conselho tutelar,Segurança
fazer campanha conscientização sobre proibição venda bebidas alcoólicas menores 18 intensificar fiscalização estabelecimentos visando coibir ilícito,Segurança
criar plano integrado enfrentamento crack drogas afins proponha integração articulação ampliação ações saúde assistência social segurança pública educação desporto cultura direitos humanos prevenção uso tratamento reinserção social usuários drogas contemplando participação familiares atenção público vulnerável,Segurança
instituir programa municipal disseminação cultura paz escola,Segurança
desenvolver ambiente escolar ações prevenção violência uso drogas,Segurança
promover palestras escolares envolvendo diretores professores pais alunos agentes segurança pública discutir problemas enfrentados escola,Segurança
realizar pesquisas identificar situações bullying escolas possam direcionar ações forma intensiva naquelas maior índice,Segurança
promover audiências públicas discutir buscar soluções problemáticarelacionada segurança pública,Segurança
instituir olho comunidade – cidadãos usando whatsapp denunciar atos suspeitos e/ou criminosos,Segurança
viabilizar projeto canalizar verbas construção espaço adequado funcionamento creche tempo integral sede município,Educação
priorizar investimentos projetos iniciativas pedagógicas instituições escolares,Educação
regularizar redefinir avaliação rede pública municipal prova sareme2 considerando dados resultados parâmetros proposição ações formação continuada servidores docentes gestores articulação estratégias aproximar famílias escolas,Educação
definição política municipal educação alcance metas âmbito alfabetização crianças sete 07 anos idade elevação índices participação média avaliações externas saeb3 consequentemente melhorar desempenho ideb4 ioeb5,Educação
definir estratégias eliminar horários ociosos durante período atividades letivas,Educação
equipar escolas oferecer capacitação docente profissionais interagirem processos tecnológicos práticas docentes,Educação
realizar busca ativa comunidades melhorar índices matrículas rede municipal mediante compromisso educação pública qualidade,Educação
atualizar projeto educação especial inclusiva instituindo política municipal centrada necessidades aprendizes,Educação
apoiar qualificação profissionais docentes quadro efetivo enquadrados atendimento alunos neurodiversos,Educação
discutir aquisição plataforma educacional virtual ferramentas ambientes aprendizagem interação acessíveis professores alunos/famílias,Educação
reformar unidades escolares estrutura física defasada ampliar unidades escolares atualmente encontram-se espaço insuficiente atender alunos matriculados,Educação
realizar concurso público preenchimento vagas remanescentes cargo efetivo professor rede pública ensino,Educação
promover educação inclusiva adequação instalações contratação profissionais apoio agenda capacitação profissional ensino libras ações acolhimento alunos promoção ações voltadas convívio social comunidade escolar diálogo estreito família,Educação
organizar eventos esportivos educacionais culturais escolas gincanas culturais torneios esportivos interclasses intercolegiais semanas culturais apresentações artísticas concursos educacionais redação português matemática demais matérias,Educação
promover constante avaliação educação profissionais educação valorização bem avaliados meio pagamento 14º salário apoio especialização,Educação
valorizar premiar excelência educação meio prêmios notebooks bicicletas outros apoio família melhores alunos vencedores concursos torneios desenvolvidos,Educação
promover debate acerca adoção ensino tempo integral rede municipal educação,Educação
desenvolver programas ensino técnico profissionalizante jovens voltado necessidades modernas emprego mídias digitais áudio vídeo informática outros,Educação
promoção melhoria estrutura física equipamentos escolas creches,Educação
garantia transporte digno eficiente estudantes deslocam povoados sede municipal buscando substituição frota ônibus escolares,Educação
realização cursos formação continuada professores,Educação
projetos intensificação melhoria educação básica,Educação
implantação programa informática escolas,Educação
ampliar número vagas educação infantil,Educação
reconstrução unidade escolar municipal “ severo eulálio ”,Educação
garantir manutenção qualidade merenda escolar,Educação
ampliar oferta ensino tempo integral,Educação
valorizar carreira profissionais integram quadro servidores rede municipal ensino,Educação
pagamento 60 sessenta porcento recursos oriundos precatório fundef professores rede fizerem jus,Educação
garantir vagas todas crianáas 0 5 ano rede municipal ensino promovendo pleno atendimento educandos creches prè-escolas,Educação
promover aperfeiçoamento todos profissionais rede municipal ensino adequar plano cargos salários profissionais educaçãoo fim garantir qualidade ensino melhoria qualidade vida sociedade,Educação
ampliar melhorar transporte escolar alunos rede municipal ensino atendimento todas localidades zona rural,Educação
garantir qualidade merenda escolar garantindo compra produtos agricultura familiar,Educação
garantir estudantes egressos ensino mèdio ingresso sistemas cursos tècnico superior outros municìpios suporte atravès transporte escolar,Educação
adequado aluguel casas apoio ofertas bolsas estudos,Educação
garantir distribuiçao fardamento todos estudantes rede municipal ensino,Educação
buscar parceria governo estadual federal ampliaçao oferta novos cursos uapi garantindo oferta ensino tècnico superior todos cidadoes cidadoes franciscomacedense,Educação
implantar escola tempo integral toda rede municipal ensino garantir polìtica nacional educaçao,Educação
valorizar profissionais educação,Educação
implementar padrões básicos infraestrutura física material pessoal escolas públicas,Educação
fortalecer programas formação continuada profissionais educação estabelecer bonificações méritos desempenho,Educação
implementar escola educação integral tempo integral em100 escolas turmas,Educação
ampliar fortalecer protagonismo juvenil estimulando monitorias chamados agentes educacionais articulando-os programas pagamento bolsas,Educação
ampliar quantidade centros interação escola família comunidade,Educação
ampliar fortalecer ações intersetoriais parcerias instituições públicas privadas,Educação
criar centro formação profissionais educação,Educação
implementar núcleo atendimento especializado pessoa deficiência domingos mourão,Educação
implementar reajustes superiores inflação forma diferenciada categoria magistério,Educação
implantar esportes olímpicos escolas judô,Educação
entregar kit irrigação cada escola rede municipal ampliadas ações projetos hortas escola,Educação
perfurar poços tubulares escolas implantar energia solar,Educação
implementar preparatório municipal enem,Educação
ofertar estudantes universitários casa apoio estudante municípios piripiri pedro ii,Educação
ampliar turmas robótica aulas informática educação financeira empreendedorismo através programa avança educação,Educação
ampliar acesso valorizar ensino profissionalizante buscando incentivar melhoria expansão ensino técnico serviços assistência técnica extensão rural,Educação
promover educação relações étnico raciais meio valorização diversidade etnicorracional cultural,Educação
reconhecer educação ambiental processo continuado permanente formal formal crítico participativo focado formação cidadania ativa favor sustentabilidade social,Educação
promover políticas ativas erradicação analfabetismo mulheres homens jovens adultos idosos,Educação
implantar programa alfabetiza domingos mourão tendo meta alfabetização 100 crianças redução analfabetismo jovens adultos idosos visando elevação escolaridade população,Educação
ampliar políticas bonificações alunos respectivos professores maior número medalhas certificados olímpiadas externas,Educação
aquisição mobiliários equipamentos informática,Educação
criar centros municipais educação infantil – cmeis infraestrutura adequada atendimento crianças educação infanti tempo integral creche pré – escola,Educação
melhorar ampliar frota transporte escolar garantindo conforto segurança estudantes,Educação
melhorar estrutura salas atendimento educacional especializado ampliar formação gestores professores foco temática educação inclusiva,Educação
criar pré- enem municipal preparação cognitiva emocional acompanhamento professores psicólogo,Educação
buscar junto governo estadual oferta cursos universidade aberta,Educação
erradicar turmas multisseriadas,Educação
construir monitorar implementar novo plano municipal educação,Educação
adquirir caminhonete moto secretaria educação,Educação
educacao,Educação
viabilizar melhorias condições funcionamento escolas meio equipamentos tecnologias avançadas recursos pedagógicos,Educação
fortalecer programa alfabetização idade certa reduzir distorção idade-série parceria estado,Educação
viabilizar facilidade aquisição auxílio financeiro estudantes trabalham situação vulnerabilidade,Educação
promover cursos capacitação aperfeiçoamento professores educação especial,Educação
viabilizar garantir melhor quantidade merenda escolar,Educação
valorização classe professores cumprimento fortalecimento plano carreira servidores educação,Educação
revitalizar equipar modernizar informatizar climatizar biblioteca municipal,Educação
revitalizar laboratórios informática internet todas escolas municipais utilização alunos,Educação
promover climatizar todas salas aulas escolas municipais,Educação
promover execução plano ação articulada – par,Educação
reformar ampliar equipar escolas municipais,Educação
viabilizar veículo transporte professores técnicos servidores secretaria municipal educação,Educação
promover garantia fardamento todos alunos creche ensino fundamental rede municipal,Educação
viabilizar programa escolas voltado aprendizado enem programa parceria seduc-pi ofertaria aulas online cursos preparatórios enem além apoio parte prefeitura custeios alunos carentes melhor desempenho primeiro ano ensino médio forma aluno ter oportunidade estudar capital durante dois anos segundo terceiro ano ensino médio,Educação
implantar salas reforços escolar atender alunos dificuldade aprendizagem,Educação
viabilizar formação continuada todos professores coordenadores rede municipal ensino,Educação
realizar concurso público,Educação
viabilizar formação aperfeiçoamento motorista zeladores merendeiras serviços gerais,Educação
revitalizar escolas treze maio,Educação
promover reforma escola aliança gurgueia tele centros viabilizar bibliotecas laboratórios informática atender alunos famílias comunidade,Educação
repassar forma exata inss contribuições servidores fim evitar problemas prejuízos momento aposentadorias,Educação
garantir manter integralidade calendário escolar acordo lei diretrizes bases educação nacional ldb organizar currículos projetos político-pedagógicos,Educação
aumentar investimento educação infantil ensino fundamental visando melhoria contínua educação básica,Educação
fortalecer gestão democrática educação garantindo articulação sociedade civil fortalecendo conselho municipal educação conselhos escolares base critérios estabelecidos leis resoluções vigentes,Educação
realizar levantamento auditoria escolas contas irregulares objetivo restabelecer recursos próprios escolas,Educação
melhorar estrutura escolas rurais urbanas,Educação
assegurar inclusão todas escolas municipais garantindo atendimento,Educação
educacional especializado aee todos fazem parte educação,Educação
especial,Educação
realizar levantamento conjunto famílias crianças adolescentes dificuldades aprendizagem necessitam atendimento especializado,Educação
distribuir kits material voltados alunos ciclo alfabetização,Educação
distribuir kits apoio pedagógico/material professores rede,Educação
buscar convênios/parcerias melhorar qualidade transporte escolar município planejando utilização forma eficiente acordo necessidades estudantes professores,Educação
implantar programa “ primeiro lanche ” educação infantil,Educação
garantir fornecimento qualidade merenda escolar incorporando produtos agricultura local toda rede municipal além capacitar profissionais manuseio preparo alimentar escolas estimulando pequeno empreendedorismo zona rural manoel emídio,Educação
estimular prática atividades esportivas escolas rede,Educação
melhorar equipamentos tecnológicos escolas,Educação
promover formação continuada áreas específicas professores gestores escolares,Educação
investir capacitação outros profissionais educação,Educação
integrar escolas maiores turno integral expandir carga horária alunos forte articulação áreas esporte ciência cultura,Educação
promover reforço escolar alunos dificuldades aprendizagem focando especialmente leitura escrita,Educação
zelar manutenção fortalecimento programas educacionais,Educação
garantir atendimento educacional população 15 anos reduzindo taxa analfabetismo funcional,Educação
planejar implementar fundo educacional poupar/recursos financeiros destinados realização eventos situações emergenciais,Educação
viabilizar criação núcleo multiprofissional educação composto fonoaudiólogos psicólogos psicopedagogos ampliar atendimento todas escolas rede municipal,Educação
analisar viabilidade construção nova creche voltada atender crianças 0 5 anos,Educação
capacitar profissionais atender públicos inclusivos escolas,Educação
garantir segurança alunos transporte escolar,Educação
reformulação plano carreira profissionais educação,Educação
integrar equipe secretaria municipal educação psicopedagoga afim compreender processos aprendizagem dentro instalações ensino indo busca soluções inovadoras potencializar aprendizado crianças,Educação
programa construção creches tempo integral atendimento famílias cujas mães trabalham casa,Educação
implantar projeto meta atendimento educação valorizando plano cargos carreiras salário,Educação
promoção melhoria estrutura física equipamentos escolas creches,Educação
construir escola padrão mec/fnde atendimento educação tempo integral,Educação
fortalecer política fardamento escolar doação municipal,Educação
ampliar fortalecer educação inclusiva escolas famílias,Educação
calendário escolar adequado realidade zona rural políticas públicas voltadas valorização professor aluno zona rural,Educação
criar jogos escolares incentivar práticas esportivas escola,Educação
fortalecer parceria governos estadual federal outras intiutições referente preparação enem,Educação
criar projetos incetivos alunos cursarem cursos superiores outras cidades,Educação
melhorar qualidade merenda escolar,Educação
reduzir taxas analfabetismo municipio,Educação
promover valorizar magistério respeitando direitos adquiridos profissionais educação através estatuto plano carreira,Educação
criar projeto lei equiparação automática piso magistério anual nacional piso salarial municipal,Educação
constituir equipe técnica pedagógica atue primordialmente escolas junto professores coordenadores escolares,Educação
dar melhor transparência utilização recursos públicos,Educação
construir novas escolas creches parceria governo federal,Educação
adquirir novos ônibus melhorar transporte escolar melhorar atendimento estudantes rede municipal ensino parceira governo federal,Educação
garantir forma gratuita transporte universitários estudantes cursos técnicos oferecidos jardim mulato através projeto lei,Educação
ampliar parceria governo estado implantação cursos técnicos profissionalizantes acordo necessidades população,Educação
implantar e/ou ampliar laboratórios informática laboratórios ciências natureza bibliotecas escolas municipais,Educação
instalar através parcerias biblioteca infantil brinquedoteca creche,Educação
implantar escolas ofertem 6º 9º anos laboratórios ciências fomento atividades práticas,Educação
planejar monitorar eficiência transporte escolar zona urbana rural,Educação
fornecer merenda escolar qualidade garantias nutricionais,Educação
ampliar salas atendimento educação especial – aee,Educação
ampliar gradativamente escola tempo integral atendendo plano nacional educação ênfase conceitos cidadania democracia sustentabilidade responsabilidade social apoio governo federal,Educação
viabilizar junto ministério educação construção escolas necessárias implementação turno integral ensino,Educação
alfabetizar menos 90 alunos idade certa,Educação
ampliar manter disponibilidade acesso internet escola principalmente administração bibliotecas,Educação
capacitar gestores professores equipe pedagógica merendeiras vigias auxiliaries serviços gerais equipe administrativa rede municipal através jornadas pedagógicas palestras formações continuadas,Educação
desenvolver atividades recreativas pedagógicas,Educação
implantar núcleo atendimento psicológico disponibilização psicólogos educacionais clínicos atenda comunidade escolar,Educação
elaborar projeto pedagógico plano ação anual através efetivo calendário acadêmico atividades atendam necessidades reais comunidade creches escolas ensinos fundamentais localizadas,Educação
fortalecer conselho municipal educação criar fórum permanente educação promover debate sobre ações área visem índices educacionais município,Educação
estimular jovens baixa renda aptos nível superior fazerem curso ensino distância sistema uab universidade aberta brasil pólo universidade estadual piauí jardim mulato,Educação
criar atividades culturais literárias esportivas escolas rede municipal ensino ampla participação comunidade sobretudo pais responsáveis alunos aproximando escola comunidade,Educação
promover atividade incentivo leitura oficinas concursos redação saraus recitais debates encontros estudantes autores dentre outros,Educação
incentivar realização atividades práticas escolas dias campo visitas instituições culturais científicas projetos pesquisas outros,Educação
potencializar papel escolas campanhas educativas sobre temáticas segurança cidadania paz social meio ambiente saúde trânsito dentre outras,Educação
utilizar salas aulas horários ociosos escolas municipais instituições ofertar oficinas culturais cursos profissionalizantes,Educação
climatizar modernização infraestrutura física escolas rede municipal ensino,Educação
criar lei estagiários educação demais áreas,Educação
dar maior segurança envolvidos processo ensino-aprendizagem através presença polícia militar escolas rede,Educação
promover melhoria estrutura física equipamentos escolas creches,Educação
ampliar número vagas educação infantil inclusive construçao creches,Educação
realizar busca ativa alunos zona rural/nas comunidades /localidades,Educação
revisar plano carreira magistério criando plano carreira profissionais educação,Educação
garantir transporte escolar digno eficiente estudantes deslocam zona rural escola próxima residência,Educação
buscar recursos viabilizar estruturação centro estudo pesquisa município biblioteca digital internet qualidade,Educação
realizar cursos formação continuada professores buscando parcerias instituições ensino região,Educação
realizar cursos pós graduação educação semi-presencial buscando parcerias institutos renomados ensino através orientações mec-ministério educação cultura,Educação
modernizar/dinamizar fornecimento internet escolas sede zona rural,Educação
criar condições obter nota média ideb escolas públicas municipais igual superior médias projetadas anos iniciais anos finais ensino fundamental,Educação
garantia transporte escolar digno eficiente alunos toda rede municipal ensino priorizando transporte deficientes,Educação
fortalecer aumentar educação tempo integral ampliando número escolas fim consequentemente quantidade alunos,Educação
diminuir déficit vagas creches garantindo população direito educação infantil,Educação
ampliar número vagas educação infantil,Educação
potencializar práticas educacionais através metodologias garantam evolução sustentável indicadores desenvolvimento educação básica ideb buscando atingir metas definidas mec plano metas educação município,Educação
implantação fórum educação objetivo organizar integrar processos educacionais simões lançando analisando propostas planejando junto líderes escolares projetos planos ação desenvolvimento educacional,Educação
promoção melhoria estrutura física equipamentos escolas creches investindo reforma manutenção revitalização,Educação
garantir inclusão crianças deficiência necessidades especiais assegurando acessibilidade equipamentos formação profissionais rede municipal ensino fim,Educação
ampliar atendimento educação especial propostas políticas públicas inclusivas,Educação
desenvolver programa assistência psicopedagógica escolas municipais,Educação
criar programa “ reforço escolar ” objetivo aprimoramento aprendizado erradicação analfabetismo,Educação
manter oferta educação infantil ensino fundamental 1°,Educação
9° anos,Educação
manter oferta eja,Educação
garantir educação inclusiva todos necessitam,Educação
promover valorização profissionais educação,Educação
valorizar qualidade ensino-aprendizagem melhorando consequentemente índices internos externos,Educação
implantar ensino integral,Educação
promover formação continuada todos profissionais educação diretores coordenadores professores monitores auxiliares sala cuidadores alunos atípicos zeladores vigias motoristas manipuladores alimentos,Educação
oferecer apoio suporte coordenação geral diretores coordenadores escolas,Educação
promover condições trabalho todos profissionais rede educacional,Educação
ampliar quadro profissionais educação especial atender demanda existente,Educação
oferecer merenda qualidade,Educação
utilizar produções agricultura familiar merenda escolar,Educação
promover jogos escolares,Educação
manter oferta transporte escolar apropriado,Educação
oferecer transporte escolar jovens cursam ensino superior paulistana,Educação
oferecer educação infantil comunidades prédio público disponível quantidade mínima alunos abrir turma,Educação
implantar acompanhamento equipe técnica secretaria educação escolas,Educação
melhorar estrutura física mobiliária prédios escolares,Educação
disponibilizar recursos materiais pedagógicos bom funcionamento unidades escolares,Educação
promover apoiar desenvolvimento atividades artísticos culturais escolas rede,Educação
desenvolver ações integrando família escola,Educação
desenvolver parcerias outros órgãos município,Educação
promover ensino educação ambiental escolas,Educação
priorizar respeito todos membros ambiente escolar garantir convívio harmônico espaços escolares rede,Educação
garantir pagamento 13º cimo terceiro sala rio abono fe rias data aniversa rio servidor,Educação
criar programa alfabetiza luzila ndia,Educação
continuar climatizaça salas aula ciclo alfabetizaça,Educação
ampliar fortalecer centro multiprofissional psico logo psicopedagogo fonoaudio loga assistente social,Educação
ampliar expandir berço esperança,Educação
expandir ensino integral escolas rede municipal,Educação
implantar projeto olho vivo 1º culos crianças ciclo alfabetizaça eja,Educação
implantar reforço escolar contra turno alunos ensino fundamental i,Educação
atualizar plano cargos sala rios magiste rio incluindo mestrado,Educação
implantar projeto psicologia presente alunos pais funciona rios,Educação
implantar reforço avaliaço es externas,Educação
premiar escolas professores alunos destaques,Educação
garantir apoio escolar alunos pcds,Educação
ampliar salas atendimento educacional especializado aee,Educação
inserir projetos sustentabilidade conscie ncia ambiental,Educação
ofertar formaça professores sobre avaliaço es externas,Educação
dar continuidade calenda rio festivo dia ma es dia pais dia crianças festivais juninos escolares olimpí adas estudantis binga eja turismo natalino,Educação
conceder bolsa monitoria alunos,Educação
reformar ampliar equipar escolas,Educação
climatizar escolas,Educação
descentralização recursos financeiros escolas,Educação
concurso público psicólogo pedagogo/ psicopedagogo/ professor demais profissionais educação acordo necessidade,Educação
implantar equipe assessoria pedagógica formação continuada profissionais educação,Educação
implantação educ inclusiva acessibilidade escolas,Educação
implantar reforço escolar componente curricular grade,Educação
ofertar transporte escolar qualidade priorizando segurança conforto aluno,Educação
implantar equipes coordenação pedagógica área dá suporte escolas,Educação
melhoria cardápio merenda escolar inclusão alimentos regionais priorização alimentos saudáveis avaliação nutricional frequente monitorar estado nutricional alunos,Educação
revogar plano cargos salários lei 757/ 2022 visando valorização profissionais educação retomando direitos retirados através nova lei,Educação
valorizar profissional educação meio premiação vinculada índices ideb,Educação
formação continuada professores língua portuguesa matemática matéria apoio pedagógico visando melhoria ensino elevação ideb,Educação
reformar grade curricular implantando obrigatoriamente uso 4 línguas l. portuguesa espanhol libras inglês,Educação
fornecer epis auxiliares serviços gerais,Educação
uniformizar sistema ensino,Educação
disponibilizar equipe multifuncional escolas psicólogo psicopedagogo fonoaudiólogo,Educação
investir tecnologias informação voltada educação,Educação
disponibilizar profissionais atendimento individual alunos necessidades especiais,Educação
revitalizar implantar bibliotecas escolas assim projetos programas biblioteca virtual interativa laboratório informática,Educação
disponibilizar profissionais formação área educação infantil,Educação
priorizar educação ambiental dentro currículo escolar desde educação infantil anos finais ensino fundamental,Educação
melhorar programa jovens adultos eja,Educação
implantar curso jovens empreendedores primeiros passos parceria sebrae visando criança maneira lúdica desenvolva habilidades comportamentos empreendedores,Educação
criar semana juventude apoiar iniciativas linguagens teatral musical literária coreográfica plástica culturas populares contemporânea,Educação
construir creche bairro santa clara,Educação
construção colégio povoado tabuleiro grande,Educação
ensino fundamental maior povoados possuem acima 50 alunos,Educação
